what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavadocView",1368647914438
opened,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1368647916155
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1368647916188
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368647932387
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368647941578
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1368647945150
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1368647950829
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368647953775
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368647966651
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368647982773
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368647989783
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368648006443
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368648030307
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1368648033970
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648034164
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648038837
executed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1368648038852
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648040606
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648046552
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648048766
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648058356
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648066685
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648080627
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368648082805
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648087815
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648104930
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648105896
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648183958
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368648186242
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368648186303
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648200840
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648202618
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648235202
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648237126
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648242747
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648247315
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648472353
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648488755
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648617978
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648617981
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648637171
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648639988
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648641653
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648644036
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648662537
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1368648662562
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368648668039
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1368648675801
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368648702216
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368648702759
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648711481
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648737636
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368648737650
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1368648738086
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648762630
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648780312
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368648798070
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368648799622
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368648801500
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648803155
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648803372
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648803511
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648850842
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648852549
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648856921
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648857232
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648857915
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368648872357
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1368648885641
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368648893291
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368648931682
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648975217
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368648978030
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368648983290
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368648984643
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368649097186
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649108219
started,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1368649120641
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649120978
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1368649120984
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368649126321
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649147228
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649170209
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649176374
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649188210
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368649205149
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649236721
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649259129
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649267436
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649269131
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368649304608
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368649310741
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649319403
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649327426
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368649339508
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649347842
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649350539
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649350577
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649362955
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649362977
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649367473
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368649376973
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368649386246
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368649422850
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368649429862
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368649468644
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368649504506
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368649520746
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAutomatically",1368649551279
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368649596678
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1368649640178
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1368649643107
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1368649646495
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1368649647944
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368649649645
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368649651941
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1368649655076
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368649670447
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1368649672191
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368649676651
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368649699505
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649723461
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649744922
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.override.methods",1368649744933
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1368649748259
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368649760742
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368649815441
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1368649845214
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368649847425
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1368649850861
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368649866767
started,bundle,org.eclipse.mylyn.java.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.ui",1368649895359
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1368649895450
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649907022
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368649911486
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368649911552
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368649911552
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.close",1368649911579
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368649918035
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368649919439
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368649919491
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368649931730
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1368649937326
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368649939686
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368649960032
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368650027366
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368650071221
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368650202378
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368650212221
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368650277549
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368650307169
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368650317463
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368650329464
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368650337729
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368650363621
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368650363707
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368650363763
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368650375177
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1368650404059
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368650405731
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1368650409640
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368650418561
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368650428836
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368650437418
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368650438979
